,passenger_count,store_and_fwd_flag,euc_distance,hav_distance,trip_duration,temp,visib,wdsp,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,vendor_id_1,vendor_id_2,month_1,month_2,month_3,month_4,month_5,month_6,day_1,day_2,day_3,day_4,day_5,day_6,day_7,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,pca0,pca1
329,1,0,0.03914220545960462,3.507964024581622,1439,33.4,6.5,6.2,19.0,39.0,26.1,0.07,8.493339350180506,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.040853345259290554,-0.060420528298653076
330,1,0,0.16936652907387398,15.175036939997385,3132,61.8,10.0,3.5,20.0,72.0,48.9,0.05,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12373916746291087,0.1676497923880747
331,1,0,0.011203950303104938,1.008604818117145,461,38.0,8.4,10.9,29.9,52.0,35.1,0.0,8.493339350180506,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027376102003827563,0.014479050882058657
332,1,0,0.022551546864271903,2.065633550918786,706,77.2,9.8,4.1,22.0,87.1,68.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013461477867490409,0.03843240975631317
333,3,0,0.01341810965221114,1.1755757327617629,548,73.9,7.5,1.9,21.46866983936472,82.9,66.9,0.04,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0383185306471815,0.02372598999337295
334,1,0,0.012773139980041813,1.320457381775138,952,61.7,9.8,3.1,21.46866983936472,75.9,53.1,0.0,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.018201888953741616,0.021268260497109698
335,1,0,0.0071923676446598046,0.7957125060839614,220,25.9,10.0,5.3,17.1,36.0,21.0,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0023994535130439304,-0.00674164070668568
336,1,0,0.021135109789342545,2.1685759979924755,212,52.0,10.0,7.1,35.0,63.0,45.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02870849897604158,-0.058389224252406315
337,1,0,0.046571812924710326,4.68751236621512,1515,27.9,10.0,5.1,17.1,37.0,21.9,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0019228173267687037,0.001204288847898094
338,1,0,0.02412119201300371,2.445970675923969,410,77.2,9.8,4.1,22.0,87.1,68.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020349127841816583,-0.03981862613076745
339,1,0,0.00948872493748533,1.0039301109735719,422,45.8,9.1,8.9,29.9,55.0,35.1,0.14,8.493339350180506,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.01945809950763302,-0.006085868246911913
340,2,0,0.012031560618436231,1.231268910158887,430,36.0,8.8,9.5,22.9,46.9,30.9,0.0,8.493339350180506,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.006908479631020618,0.006349952521357494
341,2,0,0.014751587722174109,1.6125985913570964,911,67.5,5.4,3.5,33.0,70.0,64.4,0.4,8.493339350180506,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02507031466886245,-0.01644556280388528
342,1,0,0.04511171779076355,4.840450414405328,1799,76.4,8.7,4.4,15.9,84.9,64.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0040432602421804995,-0.01075404740821432
343,1,0,0.03109540385349413,3.3494416313344337,840,61.7,9.7,8.0,26.0,71.1,52.0,0.45,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032341635807059024,0.005842278441951479
344,4,0,0.11430435221148165,12.604996674294902,2557,52.5,9.110787974262712,999.9,21.46866983936472,66.2,42.8,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08408884678164269,0.08444132931681102
345,4,0,0.019026222033167974,1.7851367649469196,421,70.2,9.1,3.5,21.46866983936472,75.9,64.0,0.02,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.020209887392152858,-0.03234549067118124
346,1,0,0.0200042928292573,2.0525687871261287,725,65.4,5.9,1.5,21.46866983936472,78.1,62.1,0.01,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02850961573765426,-0.026778137784315873
347,1,0,0.007499986838848269,0.8169924353917783,136,49.8,9.8,8.0,22.9,71.1,44.1,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.058430546582518623,-0.033475515298117424
348,1,0,0.01876818998034449,1.9821199982170663,522,40.0,9.1,4.9,15.9,50.0,36.0,0.01,8.493339350180506,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05455504611273064,0.03217815787713687
349,1,0,0.019824392997394028,1.8139844168704573,556,72.1,9.6,2.5,18.1,88.0,57.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.015877218252922272,-0.029635791533174707
350,1,0,0.05314449503616822,5.165000846427248,1535,66.2,10.0,5.7,20.0,77.0,54.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02497016592746929,-0.00209122489566141
351,1,0,0.006432028694808533,0.7099727646257243,182,34.6,10.0,5.0,19.0,44.1,30.0,0.15,1.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0054776730615458714,0.0017282334500430987
352,1,0,0.02449154033948548,2.6713989800118414,813,31.9,10.0,5.2,19.0,41.0,26.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02986973444601869,0.008178145195262132
353,1,0,0.017406128799257927,1.8277992873822932,793,63.4,10.0,3.1,21.46866983936472,75.9,53.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0021349832454548323,-0.02725428160293142
354,1,0,0.028275908196514526,2.819545610499098,801,32.5,10.0,5.9,18.1,37.0,27.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.003673638535040054,-0.0020016001755540675
355,1,0,0.06129772132047065,5.6866325016106725,969,47.3,10.0,6.7,25.1,57.9,42.1,0.09,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239950908287241,0.04022477909448807
356,1,0,0.026970603534670144,2.6157305581520527,683,61.0,10.0,999.9,21.46866983936472,64.9,57.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.02272049055577675,-0.010288322813272924
357,1,0,0.02054612945474993,2.108395717203937,378,57.0,10.0,5.9,22.0,71.1,48.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029501767744853514,-0.022210351612829176
358,1,0,0.018411754017770742,2.0327811545118277,465,27.1,10.0,9.4,29.9,44.1,21.9,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.05040903343618813,-0.049628365151251796
359,1,0,0.03155910460106683,3.4181858777765473,2580,37.9,10.0,4.9,24.1,48.0,26.1,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.016779758537664575,-0.0063309175738402055
360,1,0,0.11962508419315047,12.421996979234713,1156,56.2,10.0,6.2,22.0,71.1,46.9,0.01,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05856961342727575,-0.07864654079865055
361,1,0,0.021739813460584158,2.132787576362706,393,57.6,10.0,4.5,20.0,72.0,50.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01776654679059367,-0.025177300297833216
362,1,0,0.12012852081277245,10.17612953060708,1161,6.9,10.0,7.6,31.1,21.9,-0.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05534990753401429,-0.004858441856494937
363,1,0,0.004786653187220119,0.4264358031517916,926,79.4,9.7,5.6,21.0,88.0,59.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011557033251788052,-0.016336684642877873
364,2,0,0.02501362504053322,2.138479481748479,683,41.0,10.0,10.4,39.0,51.1,34.0,0.25,8.493339350180506,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.037590038836586584,0.026403101992602877
365,1,0,0.005812037751524812,0.6340329579844127,608,71.1,5.7,2.9,21.46866983936472,82.9,66.9,0.54,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010232588673940092,-0.007064644985628089
366,1,0,0.006765066344033829,0.7426737495880559,144,33.0,10.0,7.9,24.1,42.1,26.1,0.46,8.493339350180506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035187425492990344,0.005614191124549547
367,1,0,0.035796235375255434,3.9315774964300902,840,67.3,9.7,4.8,18.1,79.0,48.9,0.01,8.493339350180506,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036949164065544646,-0.04072133541434113
368,2,0,0.013432805230929771,1.4564776803292123,1084,73.1,9.2,3.7,21.46866983936472,86.0,64.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007321365010626735,-0.008661216493180267
369,2,0,0.10374091657364236,8.840258482007249,1112,38.4,10.0,6.4,21.0,45.0,32.0,0.0,8.493339350180506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07124851774893301,-0.023265808703309656
370,1,0,0.03117016586875648,3.465589700971873,981,43.3,9.3,7.4,18.1,46.4,39.9,0.0,8.493339350180506,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021273509138772944,-0.014245902551067103
371,1,0,0.007416980158260553,0.6457922249434556,190,50.5,10.0,4.9,17.1,62.1,43.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02691912513532403,-0.014122718412219315
372,1,0,0.0990128927828504,8.432565102217765,1894,33.4,6.5,6.2,19.0,39.0,26.1,0.07,8.493339350180506,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08013298251398199,-0.04086555916197104
373,3,0,0.02649964621096574,2.751503575188041,551,19.1,8.1,3.7,21.46866983936472,30.2,14.0,0.0,8.493339350180506,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.022459642333255928,-0.0023658828365002286
374,1,0,0.021365928683105013,2.258802710471327,550,72.1,9.6,2.5,18.1,88.0,57.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01984274496749504,0.01954398837225264
375,1,0,0.02354512271979372,2.1148443426786647,647,55.6,8.1,3.7,27.0,66.0,48.9,0.11,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0288729891490425,-0.0183250641961952
376,1,0,0.017997521774675344,1.6314473982771904,401,52.8,10.0,4.3,20.0,61.0,39.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03933553530606821,-0.052608158720942294
377,1,0,0.021295452758332382,2.314991664179296,564,45.0,4.1,6.5,35.0,53.6,30.9,0.46,8.493339350180506,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.02101590934615931,-0.0069377603966109804
378,1,0,0.061067955859970616,6.508514491377316,1765,27.9,10.0,5.1,17.1,37.0,21.9,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.036696484650932365,0.006480807435466705
379,1,0,0.00854555536374222,0.9146170255466752,208,38.6,6.7,6.4,27.0,50.0,32.0,0.13,8.493339350180506,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.015055018952093581,-0.038029058910245564
380,1,0,0.03013188682635925,2.8609097443239664,1344,66.2,10.0,5.7,20.0,77.0,54.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.018271193674936098,-0.008750527702656026
381,1,0,0.01151735379571631,1.1269377080534329,393,51.7,10.0,3.5,15.0,64.9,42.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.03714047189361766,-0.023792024848986702
382,1,0,0.015994596213997837,1.7724100089456438,327,48.5,10.0,11.5,35.9,62.1,42.1,0.24,8.493339350180506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.03315353501714388,0.025942697005796624
383,1,0,0.021045382996926158,1.9023805418390156,428,48.0,8.3,7.7,31.1,57.0,39.9,0.27,8.493339350180506,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13183056445651103,0.02116212424820512
384,1,0,0.004461937099237851,0.4553514828154985,198,72.8,8.9,2.9,21.46866983936472,88.0,64.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05436007206472573,0.030217246836939892
385,2,0,0.053652539258954114,4.735556983972779,966,71.1,5.7,2.9,21.46866983936472,82.9,66.9,0.54,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0051140772551072,0.048568325115851636
386,1,0,0.017620935231745016,1.80424494104304,911,53.2,10.0,4.5,17.1,68.0,42.1,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01870675438756114,0.010972379875706657
387,1,0,0.023667765576303044,2.0073729938321425,848,59.1,9.9,3.5,21.46866983936472,64.4,55.4,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013880685105369706,-0.003163497360434088
388,1,0,0.008871221818014217,0.7717889746599391,172,19.3,10.0,9.4,31.1,27.0,9.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.021755842506527803,-0.010843679165081945
389,1,0,0.015245730057117404,1.5114543862930534,524,37.8,10.0,8.8,21.0,46.0,32.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0012188395859929115,-0.015381462808485603
390,1,0,0.041275789638060965,3.4941677488834166,1860,35.8,10.0,6.0,18.1,42.1,32.0,0.0,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007129266545892597,0.0002114149105802904
391,1,0,0.012246663606578152,1.2577191652401682,326,48.5,10.0,11.5,35.9,62.1,42.1,0.24,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011600511215384595,0.014759541415293273
392,1,0,0.03194326905278889,2.701199658465608,912,79.6,7.7,4.4,15.0,90.0,71.1,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00229812965579789,-0.0072682486304575895
393,1,0,0.15747195990009172,14.350645006233172,1777,26.1,9.5,8.0,28.9,39.0,21.9,0.0,8.493339350180506,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.09086159644638529,-0.07743613937703796
394,1,0,0.010002435931408394,0.999218161069802,202,58.0,10.0,3.6,21.46866983936472,69.1,46.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176879455106103,-0.0058437877122221645
395,1,0,0.059686107052063876,5.701192424663043,1639,73.9,7.5,1.9,21.46866983936472,82.9,66.9,0.04,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01586729117534236,0.01992807401978473
396,1,0,0.0077820759187953404,0.7952693903221496,256,45.2,9.0,6.1,26.0,60.1,32.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014312135812358656,0.004276400334851716
397,2,0,0.08376319561076155,7.057063391004788,2683,73.2,9.0,3.0,21.46866983936472,88.0,57.9,0.03,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.005025633507493411,-0.002097443858920581
398,1,0,0.011815893466518452,1.2385926457083931,160,35.2,10.0,9.4,28.0,59.0,28.9,1.03,8.493339350180506,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.006725428533399918,-0.04002530534358651
399,1,0,0.16657572558827008,14.793245071185748,1582,58.0,10.0,3.6,21.46866983936472,69.1,46.9,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.038148690273436606,0.07406504624825667
400,1,0,0.10479156866088626,10.988064526727248,2037,46.3,7.7,9.6,31.1,62.1,39.9,0.02,8.493339350180506,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.017089693934786578,0.03404859956116726
401,1,0,0.02219968997827133,2.444342781424372,304,64.4,9.2,1.9,21.46866983936472,78.1,52.0,0.09,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027203455618809595,-0.0033909126733082553
402,1,0,0.02937424125200333,3.0571595064635826,1164,61.7,9.8,3.1,21.46866983936472,75.9,53.1,0.0,8.493339350180506,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02034853060300176,-0.013793605425821323
403,1,0,0.014807849471036359,1.3421767672439768,513,70.6,7.2,1.5,21.46866983936472,84.9,62.1,0.2,8.493339350180506,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.025315786473141158,0.017929208531065274
404,1,0,0.15758517179209552,16.856064016517628,1746,72.1,9.6,2.5,18.1,88.0,57.0,0.0,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02329142897241228,-0.022437761615766695
405,1,0,0.018972305480945643,1.9458969217344064,1006,75.2,9.0,1.5,21.46866983936472,86.0,68.0,0.0,8.493339350180506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.00841694346883145,-0.013159801854011369
406,3,0,0.04230072715450931,4.69949478954211,743,39.6,10.0,4.4,17.1,50.0,30.9,0.11,8.493339350180506,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04324775550601488,0.008549361644654823
407,1,0,0.05574938872970904,5.689004772855145,1097,35.5,10.0,8.3,28.9,39.9,30.9,0.02,8.493339350180506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.016547102251643627,-0.04505191137957617
408,1,0,0.037938764374420494,3.2018104212424183,716,52.2,7.5,4.8,15.0,60.1,48.0,0.3,8.493339350180506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03862318802847766,-0.011953471090415155
